Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.05418766233246817,0.062156508088036716,0.05418766233246817,0.059499818831682205,1031788800,0.0,0.0
1986-03-14,0.05949983875499445,0.0626877447287295,0.05949983875499445,0.06162470206618309,308160000,0.0,0.0
1986-03-17,0.06162465320669067,0.0632189104330174,0.06162465320669067,0.0626876950263977,133171200,0.0,0.0
1986-03-18,0.06268767272411858,0.06321888794174882,0.06056220084734742,0.061093416064977646,67766400,0.0,0.0
1986-03-19,0.061093457762177006,0.06162467334236982,0.05949981102159857,0.06003102660179138,47894400,0.0,0.0
1986-03-20,0.060031035363478036,0.060031035363478036,0.05790617273257753,0.05843738839030266,58435200,0.0,0.0
1986-03-21,0.05843735527058774,0.059499785983899135,0.05578127848730926,0.05684370920062065,59990400,0.0,0.0
1986-03-24,0.05684371728577085,0.05684371728577085,0.05471885555691895,0.05525007098913193,65289600,0.0,0.0
1986-03-25,0.05525006691906064,0.05631249770522118,0.05471885152598037,0.056312497705221176,32083200,0.0,0.0
1986-03-26,0.05631251531611218,0.058437377552951926,0.05578129975690224,0.05790616199374199,22752000,0.0,0.0
1986-03-27,0.05790613937986709,0.058968570083379745,0.05790613937986709,0.058968570083379745,16848000,0.0,0.0
1986-03-31,0.058968604048027784,0.058968604048027784,0.057374957074852406,0.05843738839030266,12873600,0.0,0.0
1986-04-01,0.058437377552951926,0.058437377552951926,0.05790616199374199,0.05790616199374199,11088000,0.0,0.0
1986-04-02,0.05790617273257753,0.05949981970575291,0.05790617273257753,0.05843738839030266,27014400,0.0,0.0
1986-04-03,0.058968570083379745,0.06056221613864873,0.058968570083379745,0.058968570083379745,23040000,0.0,0.0
1986-04-04,0.058968570083379745,0.05949978543513608,0.058968570083379745,0.058968570083379745,26582400,0.0,0.0
1986-04-07,0.05896859311216186,0.0594998086713718,0.056843730875322115,0.05790616199374199,16560000,0.0,0.0
1986-04-08,0.05790617273257753,0.05949981970575291,0.05790617273257753,0.05843738839030266,10252800,0.0,0.0
