Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.0984848290681839,0.098913000214222,0.0984848290681839,0.0984848290681839,469033600,0.0,0.0
1980-12-15,0.09377502786949679,0.09377502786949679,0.09334685653448105,0.09334685653448105,175884800,0.0,0.0
1980-12-16,0.08692353516623606,0.08692353516623606,0.08649536967277527,0.08649536967277527,105728000,0.0,0.0
1980-12-17,0.08863623440265656,0.08906440573791563,0.08863623440265656,0.08863623440265656,86441600,0.0,0.0
1980-12-18,0.09120602905750275,0.09163419473204182,0.09120602905750275,0.09120602905750275,73449600,0.0,0.0
1980-12-19,0.0967722088098526,0.09720038018991181,0.0967722088098526,0.0967722088098526,48630400,0.0,0.0
1980-12-22,0.10148204118013382,0.10191097851589719,0.10148204118013382,0.10148204118013382,37363200,0.0,0.0
1980-12-23,0.10576453804969788,0.10619270951617575,0.10576453804969788,0.10576453804969788,46950400,0.0,0.0
1980-12-24,0.11133070290088654,0.11175887425232912,0.11133070290088654,0.11133070290088654,48003200,0.0,0.0
1980-12-26,0.1216074749827385,0.12203564620098223,0.1216074749827385,0.1216074749827385,55574400,0.0,0.0
1980-12-29,0.12332014739513397,0.12374831860981361,0.12332014739513397,0.12332014739513397,93161600,0.0,0.0
1980-12-30,0.12075116222783895,0.12075116222783895,0.12032300233840942,0.12032300233840942,68880000,0.0,0.0
1980-12-31,0.11732578398049098,0.11732578398049098,0.11689761281013489,0.11689761281013489,35750400,0.0,0.0
1981-01-02,0.11818213760852814,0.11903848011387845,0.11818213760852814,0.11818213760852814,21660800,0.0,0.0
1981-01-05,0.11604131496745033,0.11604131496745033,0.11561315506696701,0.11561315506696701,35728000,0.0,0.0
1981-01-06,0.11090253433158236,0.11090253433158236,0.1104743629693985,0.1104743629693985,45158400,0.0,0.0
1981-01-07,0.10619270951617575,0.10619270951617575,0.10576453804969788,0.10576453804969788,55686400,0.0,0.0
1981-01-08,0.1040517883389821,0.1040517883389821,0.10362362861633301,0.10362362861633301,39827200,0.0,0.0
1981-01-09,0.10918983072042465,0.1096180019665504,0.10918983072042465,0.10918983072042465,21504000,0.0,0.0
1981-01-12,0.10918985181488566,0.10918985181488566,0.108333520591259,0.108333520591259,23699200,0.0,0.0
1981-01-13,0.1049081696660803,0.1049081696660803,0.10447999835014343,0.10447999835014343,23049600,0.0,0.0
1981-01-14,0.10490815341472626,0.10533632466433497,0.10490815341472626,0.10490815341472626,14291200,0.0,0.0
1981-01-15,0.10704899579286575,0.10790532683853771,0.10704899579286575,0.10704899579286575,14067200,0.0,0.0
1981-01-16,0.10662085703400426,0.10662085703400426,0.1061926856637001,0.1061926856637001,13395200,0.0,0.0
1981-01-19,0.11261513084173203,0.11304330190923795,0.11261513084173203,0.11261513084173203,41574400,0.0,0.0
1981-01-20,0.1096180019665504,0.1096180019665504,0.10918983072042465,0.10918983072042465,30083200,0.0,0.0
1981-01-21,0.11133070290088654,0.11218703416970888,0.11133070290088654,0.11133070290088654,15904000,0.0,0.0
1981-01-22,0.11261513084173203,0.11347147297674386,0.11261513084173203,0.11261513084173203,35548800,0.0,0.0
1981-01-23,0.1126152067378626,0.11304337809393122,0.11218703538179398,0.11218703538179398,11222400,0.0,0.0
1981-01-26,0.11090253433158236,0.11090253433158236,0.1104743629693985,0.1104743629693985,24640000,0.0,0.0
1981-01-27,0.11047436176949468,0.11047436176949468,0.10961803048849106,0.10961803048849106,23699200,0.0,0.0
1981-01-28,0.10662085703400426,0.10662085703400426,0.1061926856637001,0.1061926856637001,28156800,0.0,0.0
1981-01-29,0.10276731233601416,0.10276731233601416,0.10233914107084274,0.10233914107084274,43904000,0.0,0.0
1981-01-30,0.09762855156997102,0.09762855156997102,0.0967722088098526,0.0967722088098526,46188800,0.0,0.0
1981-02-02,0.09163419473204182,0.09163419473204182,0.09120602905750275,0.09120602905750275,23766400,0.0,0.0
1981-02-03,0.09463135153055191,0.09505951708839619,0.09463135153055191,0.09463135153055191,19152000,0.0,0.0
1981-02-04,0.09805676341056824,0.09848492353323282,0.09805676341056824,0.09805676341056824,27865600,0.0,0.0
1981-02-05,0.09805676341056824,0.09891309508996574,0.09805676341056824,0.09805676341056824,7929600,0.0,0.0
1981-02-06,0.0984848290681839,0.098913000214222,0.0984848290681839,0.0984848290681839,13865600,0.0,0.0
1981-02-09,0.09420319348748132,0.09420319348748132,0.09334685653448105,0.09334685653448105,16755200,0.0,0.0
1981-02-10,0.09334685653448105,0.09377502786949679,0.09334685653448105,0.09334685653448105,18345600,0.0,0.0
1981-02-11,0.09077782484341972,0.09077782484341972,0.09034965932369232,0.09034965932369232,13843200,0.0,0.0
1981-02-12,0.08992150427956784,0.08992150427956784,0.089492566883564,0.089492566883564,14560000,0.0,0.0
1981-02-13,0.08820806891071808,0.08820806891071808,0.0873517319560051,0.0873517319560051,11155200,0.0,0.0
1981-02-17,0.089492566883564,0.08992150427956784,0.089492566883564,0.089492566883564,12275200,0.0,0.0
1981-02-18,0.09334685653448105,0.09420319348748132,0.09334685653448105,0.09334685653448105,19241600,0.0,0.0
1981-02-19,0.08820800589651823,0.08820800589651823,0.08777983486652374,0.08777983486652374,22310400,0.0,0.0
1981-02-20,0.08349823351365415,0.08349823351365415,0.0830700621008873,0.0830700621008873,24371200,0.0,0.0
1981-02-23,0.08435454964637756,0.08478272098169326,0.08435454964637756,0.08435454964637756,14112000,0.0,0.0
1981-02-24,0.08221371175798274,0.08221371175798274,0.08135737478733063,0.08135737478733063,16979200,0.0,0.0
